TimeKey,Time,Hour,Minute,Hour12Label,ShiftName,ShiftKey,IsNightShift,HalfHourBucket,PortWorkingWindow
150,01:50:00,1,50,1 AM,C,3,1,01:30,0
151,01:51:00,1,51,1 AM,C,3,1,01:30,0
152,01:52:00,1,52,1 AM,C,3,1,01:30,0
153,01:53:00,1,53,1 AM,C,3,1,01:30,0
154,01:54:00,1,54,1 AM,C,3,1,01:30,0
155,01:55:00,1,55,1 AM,C,3,1,01:30,0
156,01:56:00,1,56,1 AM,C,3,1,01:30,0
157,01:57:00,1,57,1 AM,C,3,1,01:30,0
158,01:58:00,1,58,1 AM,C,3,1,01:30,0
159,01:59:00,1,59,1 AM,C,3,1,01:30,0
200,02:00:00,2,0,2 AM,C,3,1,02:00,0
201,02:01:00,2,1,2 AM,C,3,1,02:00,0
202,02:02:00,2,2,2 AM,C,3,1,02:00,0
203,02:03:00,2,3,2 AM,C,3,1,02:00,0
204,02:04:00,2,4,2 AM,C,3,1,02:00,0
205,02:05:00,2,5,2 AM,C,3,1,02:00,0
206,02:06:00,2,6,2 AM,C,3,1,02:00,0
207,02:07:00,2,7,2 AM,C,3,1,02:00,0
208,02:08:00,2,8,2 AM,C,3,1,02:00,0
209,02:09:00,2,9,2 AM,C,3,1,02:00,0
210,02:10:00,2,10,2 AM,C,3,1,02:00,0
211,02:11:00,2,11,2 AM,C,3,1,02:00,0
212,02:12:00,2,12,2 AM,C,3,1,02:00,0
213,02:13:00,2,13,2 AM,C,3,1,02:00,0
214,02:14:00,2,14,2 AM,C,3,1,02:00,0
215,02:15:00,2,15,2 AM,C,3,1,02:00,0
216,02:16:00,2,16,2 AM,C,3,1,02:00,0
217,02:17:00,2,17,2 AM,C,3,1,02:00,0
218,02:18:00,2,18,2 AM,C,3,1,02:00,0
219,02:19:00,2,19,2 AM,C,3,1,02:00,0
220,02:20:00,2,20,2 AM,C,3,1,02:00,0
221,02:21:00,2,21,2 AM,C,3,1,02:00,0
222,02:22:00,2,22,2 AM,C,3,1,02:00,0
223,02:23:00,2,23,2 AM,C,3,1,02:00,0
224,02:24:00,2,24,2 AM,C,3,1,02:00,0
225,02:25:00,2,25,2 AM,C,3,1,02:00,0
226,02:26:00,2,26,2 AM,C,3,1,02:00,0
227,02:27:00,2,27,2 AM,C,3,1,02:00,0
228,02:28:00,2,28,2 AM,C,3,1,02:00,0
229,02:29:00,2,29,2 AM,C,3,1,02:00,0
230,02:30:00,2,30,2 AM,C,3,1,02:30,0
231,02:31:00,2,31,2 AM,C,3,1,02:30,0
232,02:32:00,2,32,2 AM,C,3,1,02:30,0
233,02:33:00,2,33,2 AM,C,3,1,02:30,0
234,02:34:00,2,34,2 AM,C,3,1,02:30,0
235,02:35:00,2,35,2 AM,C,3,1,02:30,0
236,02:36:00,2,36,2 AM,C,3,1,02:30,0
237,02:37:00,2,37,2 AM,C,3,1,02:30,0
238,02:38:00,2,38,2 AM,C,3,1,02:30,0
239,02:39:00,2,39,2 AM,C,3,1,02:30,0
240,02:40:00,2,40,2 AM,C,3,1,02:30,0
241,02:41:00,2,41,2 AM,C,3,1,02:30,0
242,02:42:00,2,42,2 AM,C,3,1,02:30,0
243,02:43:00,2,43,2 AM,C,3,1,02:30,0
244,02:44:00,2,44,2 AM,C,3,1,02:30,0
245,02:45:00,2,45,2 AM,C,3,1,02:30,0
246,02:46:00,2,46,2 AM,C,3,1,02:30,0
247,02:47:00,2,47,2 AM,C,3,1,02:30,0
248,02:48:00,2,48,2 AM,C,3,1,02:30,0
249,02:49:00,2,49,2 AM,C,3,1,02:30,0
250,02:50:00,2,50,2 AM,C,3,1,02:30,0
251,02:51:00,2,51,2 AM,C,3,1,02:30,0
252,02:52:00,2,52,2 AM,C,3,1,02:30,0
253,02:53:00,2,53,2 AM,C,3,1,02:30,0
254,02:54:00,2,54,2 AM,C,3,1,02:30,0
255,02:55:00,2,55,2 AM,C,3,1,02:30,0
256,02:56:00,2,56,2 AM,C,3,1,02:30,0
257,02:57:00,2,57,2 AM,C,3,1,02:30,0
258,02:58:00,2,58,2 AM,C,3,1,02:30,0
259,02:59:00,2,59,2 AM,C,3,1,02:30,0
300,03:00:00,3,0,3 AM,C,3,1,03:00,0
301,03:01:00,3,1,3 AM,C,3,1,03:00,0
302,03:02:00,3,2,3 AM,C,3,1,03:00,0
303,03:03:00,3,3,3 AM,C,3,1,03:00,0
304,03:04:00,3,4,3 AM,C,3,1,03:00,0
305,03:05:00,3,5,3 AM,C,3,1,03:00,0
306,03:06:00,3,6,3 AM,C,3,1,03:00,0
307,03:07:00,3,7,3 AM,C,3,1,03:00,0
308,03:08:00,3,8,3 AM,C,3,1,03:00,0
309,03:09:00,3,9,3 AM,C,3,1,03:00,0
310,03:10:00,3,10,3 AM,C,3,1,03:00,0
311,03:11:00,3,11,3 AM,C,3,1,03:00,0
312,03:12:00,3,12,3 AM,C,3,1,03:00,0
313,03:13:00,3,13,3 AM,C,3,1,03:00,0
314,03:14:00,3,14,3 AM,C,3,1,03:00,0
315,03:15:00,3,15,3 AM,C,3,1,03:00,0
316,03:16:00,3,16,3 AM,C,3,1,03:00,0
317,03:17:00,3,17,3 AM,C,3,1,03:00,0
318,03:18:00,3,18,3 AM,C,3,1,03:00,0
319,03:19:00,3,19,3 AM,C,3,1,03:00,0
320,03:20:00,3,20,3 AM,C,3,1,03:00,0
321,03:21:00,3,21,3 AM,C,3,1,03:00,0
322,03:22:00,3,22,3 AM,C,3,1,03:00,0
323,03:23:00,3,23,3 AM,C,3,1,03:00,0
324,03:24:00,3,24,3 AM,C,3,1,03:00,0
325,03:25:00,3,25,3 AM,C,3,1,03:00,0
326,03:26:00,3,26,3 AM,C,3,1,03:00,0
327,03:27:00,3,27,3 AM,C,3,1,03:00,0
328,03:28:00,3,28,3 AM,C,3,1,03:00,0
329,03:29:00,3,29,3 AM,C,3,1,03:00,0
330,03:30:00,3,30,3 AM,C,3,1,03:30,0
331,03:31:00,3,31,3 AM,C,3,1,03:30,0
332,03:32:00,3,32,3 AM,C,3,1,03:30,0
333,03:33:00,3,33,3 AM,C,3,1,03:30,0
334,03:34:00,3,34,3 AM,C,3,1,03:30,0
335,03:35:00,3,35,3 AM,C,3,1,03:30,0
336,03:36:00,3,36,3 AM,C,3,1,03:30,0
337,03:37:00,3,37,3 AM,C,3,1,03:30,0
338,03:38:00,3,38,3 AM,C,3,1,03:30,0
339,03:39:00,3,39,3 AM,C,3,1,03:30,0
340,03:40:00,3,40,3 AM,C,3,1,03:30,0
341,03:41:00,3,41,3 AM,C,3,1,03:30,0
342,03:42:00,3,42,3 AM,C,3,1,03:30,0
343,03:43:00,3,43,3 AM,C,3,1,03:30,0
344,03:44:00,3,44,3 AM,C,3,1,03:30,0
345,03:45:00,3,45,3 AM,C,3,1,03:30,0
346,03:46:00,3,46,3 AM,C,3,1,03:30,0
347,03:47:00,3,47,3 AM,C,3,1,03:30,0
348,03:48:00,3,48,3 AM,C,3,1,03:30,0
349,03:49:00,3,49,3 AM,C,3,1,03:30,0
350,03:50:00,3,50,3 AM,C,3,1,03:30,0
351,03:51:00,3,51,3 AM,C,3,1,03:30,0
352,03:52:00,3,52,3 AM,C,3,1,03:30,0
353,03:53:00,3,53,3 AM,C,3,1,03:30,0
354,03:54:00,3,54,3 AM,C,3,1,03:30,0
355,03:55:00,3,55,3 AM,C,3,1,03:30,0
356,03:56:00,3,56,3 AM,C,3,1,03:30,0
357,03:57:00,3,57,3 AM,C,3,1,03:30,0
358,03:58:00,3,58,3 AM,C,3,1,03:30,0
359,03:59:00,3,59,3 AM,C,3,1,03:30,0
400,04:00:00,4,0,4 AM,C,3,1,04:00,0
401,04:01:00,4,1,4 AM,C,3,1,04:00,0
402,04:02:00,4,2,4 AM,C,3,1,04:00,0
403,04:03:00,4,3,4 AM,C,3,1,04:00,0
404,04:04:00,4,4,4 AM,C,3,1,04:00,0
405,04:05:00,4,5,4 AM,C,3,1,04:00,0
406,04:06:00,4,6,4 AM,C,3,1,04:00,0
407,04:07:00,4,7,4 AM,C,3,1,04:00,0
408,04:08:00,4,8,4 AM,C,3,1,04:00,0
409,04:09:00,4,9,4 AM,C,3,1,04:00,0
410,04:10:00,4,10,4 AM,C,3,1,04:00,0
411,04:11:00,4,11,4 AM,C,3,1,04:00,0
412,04:12:00,4,12,4 AM,C,3,1,04:00,0
413,04:13:00,4,13,4 AM,C,3,1,04:00,0
414,04:14:00,4,14,4 AM,C,3,1,04:00,0
415,04:15:00,4,15,4 AM,C,3,1,04:00,0
416,04:16:00,4,16,4 AM,C,3,1,04:00,0
417,04:17:00,4,17,4 AM,C,3,1,04:00,0
418,04:18:00,4,18,4 AM,C,3,1,04:00,0
419,04:19:00,4,19,4 AM,C,3,1,04:00,0
420,04:20:00,4,20,4 AM,C,3,1,04:00,0
421,04:21:00,4,21,4 AM,C,3,1,04:00,0
422,04:22:00,4,22,4 AM,C,3,1,04:00,0
423,04:23:00,4,23,4 AM,C,3,1,04:00,0
424,04:24:00,4,24,4 AM,C,3,1,04:00,0
425,04:25:00,4,25,4 AM,C,3,1,04:00,0
426,04:26:00,4,26,4 AM,C,3,1,04:00,0
427,04:27:00,4,27,4 AM,C,3,1,04:00,0
428,04:28:00,4,28,4 AM,C,3,1,04:00,0
429,04:29:00,4,29,4 AM,C,3,1,04:00,0
430,04:30:00,4,30,4 AM,C,3,1,04:30,0
431,04:31:00,4,31,4 AM,C,3,1,04:30,0
432,04:32:00,4,32,4 AM,C,3,1,04:30,0
433,04:33:00,4,33,4 AM,C,3,1,04:30,0
434,04:34:00,4,34,4 AM,C,3,1,04:30,0
435,04:35:00,4,35,4 AM,C,3,1,04:30,0
436,04:36:00,4,36,4 AM,C,3,1,04:30,0
437,04:37:00,4,37,4 AM,C,3,1,04:30,0
438,04:38:00,4,38,4 AM,C,3,1,04:30,0
439,04:39:00,4,39,4 AM,C,3,1,04:30,0
440,04:40:00,4,40,4 AM,C,3,1,04:30,0
441,04:41:00,4,41,4 AM,C,3,1,04:30,0
442,04:42:00,4,42,4 AM,C,3,1,04:30,0
443,04:43:00,4,43,4 AM,C,3,1,04:30,0
444,04:44:00,4,44,4 AM,C,3,1,04:30,0
445,04:45:00,4,45,4 AM,C,3,1,04:30,0
446,04:46:00,4,46,4 AM,C,3,1,04:30,0
447,04:47:00,4,47,4 AM,C,3,1,04:30,0
448,04:48:00,4,48,4 AM,C,3,1,04:30,0
449,04:49:00,4,49,4 AM,C,3,1,04:30,0
450,04:50:00,4,50,4 AM,C,3,1,04:30,0
451,04:51:00,4,51,4 AM,C,3,1,04:30,0
452,04:52:00,4,52,4 AM,C,3,1,04:30,0
453,04:53:00,4,53,4 AM,C,3,1,04:30,0
454,04:54:00,4,54,4 AM,C,3,1,04:30,0
455,04:55:00,4,55,4 AM,C,3,1,04:30,0
456,04:56:00,4,56,4 AM,C,3,1,04:30,0
457,04:57:00,4,57,4 AM,C,3,1,04:30,0
458,04:58:00,4,58,4 AM,C,3,1,04:30,0
459,04:59:00,4,59,4 AM,C,3,1,04:30,0
500,05:00:00,5,0,5 AM,C,3,1,05:00,0
501,05:01:00,5,1,5 AM,C,3,1,05:00,0
502,05:02:00,5,2,5 AM,C,3,1,05:00,0
503,05:03:00,5,3,5 AM,C,3,1,05:00,0
504,05:04:00,5,4,5 AM,C,3,1,05:00,0
505,05:05:00,5,5,5 AM,C,3,1,05:00,0
506,05:06:00,5,6,5 AM,C,3,1,05:00,0
507,05:07:00,5,7,5 AM,C,3,1,05:00,0
508,05:08:00,5,8,5 AM,C,3,1,05:00,0
509,05:09:00,5,9,5 AM,C,3,1,05:00,0
510,05:10:00,5,10,5 AM,C,3,1,05:00,0
511,05:11:00,5,11,5 AM,C,3,1,05:00,0
512,05:12:00,5,12,5 AM,C,3,1,05:00,0
513,05:13:00,5,13,5 AM,C,3,1,05:00,0
514,05:14:00,5,14,5 AM,C,3,1,05:00,0
515,05:15:00,5,15,5 AM,C,3,1,05:00,0
516,05:16:00,5,16,5 AM,C,3,1,05:00,0
517,05:17:00,5,17,5 AM,C,3,1,05:00,0
518,05:18:00,5,18,5 AM,C,3,1,05:00,0
519,05:19:00,5,19,5 AM,C,3,1,05:00,0
520,05:20:00,5,20,5 AM,C,3,1,05:00,0
521,05:21:00,5,21,5 AM,C,3,1,05:00,0
522,05:22:00,5,22,5 AM,C,3,1,05:00,0
523,05:23:00,5,23,5 AM,C,3,1,05:00,0
524,05:24:00,5,24,5 AM,C,3,1,05:00,0
525,05:25:00,5,25,5 AM,C,3,1,05:00,0
526,05:26:00,5,26,5 AM,C,3,1,05:00,0
527,05:27:00,5,27,5 AM,C,3,1,05:00,0
528,05:28:00,5,28,5 AM,C,3,1,05:00,0
529,05:29:00,5,29,5 AM,C,3,1,05:00,0
530,05:30:00,5,30,5 AM,C,3,1,05:30,0
531,05:31:00,5,31,5 AM,C,3,1,05:30,0
532,05:32:00,5,32,5 AM,C,3,1,05:30,0
533,05:33:00,5,33,5 AM,C,3,1,05:30,0
534,05:34:00,5,34,5 AM,C,3,1,05:30,0
535,05:35:00,5,35,5 AM,C,3,1,05:30,0
536,05:36:00,5,36,5 AM,C,3,1,05:30,0
537,05:37:00,5,37,5 AM,C,3,1,05:30,0
538,05:38:00,5,38,5 AM,C,3,1,05:30,0
539,05:39:00,5,39,5 AM,C,3,1,05:30,0
540,05:40:00,5,40,5 AM,C,3,1,05:30,0
541,05:41:00,5,41,5 AM,C,3,1,05:30,0
542,05:42:00,5,42,5 AM,C,3,1,05:30,0
543,05:43:00,5,43,5 AM,C,3,1,05:30,0
544,05:44:00,5,44,5 AM,C,3,1,05:30,0
545,05:45:00,5,45,5 AM,C,3,1,05:30,0
546,05:46:00,5,46,5 AM,C,3,1,05:30,0
547,05:47:00,5,47,5 AM,C,3,1,05:30,0
548,05:48:00,5,48,5 AM,C,3,1,05:30,0
549,05:49:00,5,49,5 AM,C,3,1,05:30,0
550,05:50:00,5,50,5 AM,C,3,1,05:30,0
551,05:51:00,5,51,5 AM,C,3,1,05:30,0
552,05:52:00,5,52,5 AM,C,3,1,05:30,0
553,05:53:00,5,53,5 AM,C,3,1,05:30,0
554,05:54:00,5,54,5 AM,C,3,1,05:30,0
555,05:55:00,5,55,5 AM,C,3,1,05:30,0
556,05:56:00,5,56,5 AM,C,3,1,05:30,0
557,05:57:00,5,57,5 AM,C,3,1,05:30,0
558,05:58:00,5,58,5 AM,C,3,1,05:30,0
559,05:59:00,5,59,5 AM,C,3,1,05:30,0
600,06:00:00,6,0,6 AM,A,1,0,06:00,1
601,06:01:00,6,1,6 AM,A,1,0,06:00,1
602,06:02:00,6,2,6 AM,A,1,0,06:00,1
603,06:03:00,6,3,6 AM,A,1,0,06:00,1
604,06:04:00,6,4,6 AM,A,1,0,06:00,1
605,06:05:00,6,5,6 AM,A,1,0,06:00,1
606,06:06:00,6,6,6 AM,A,1,0,06:00,1
607,06:07:00,6,7,6 AM,A,1,0,06:00,1
608,06:08:00,6,8,6 AM,A,1,0,06:00,1
609,06:09:00,6,9,6 AM,A,1,0,06:00,1
610,06:10:00,6,10,6 AM,A,1,0,06:00,1
611,06:11:00,6,11,6 AM,A,1,0,06:00,1
612,06:12:00,6,12,6 AM,A,1,0,06:00,1
613,06:13:00,6,13,6 AM,A,1,0,06:00,1
614,06:14:00,6,14,6 AM,A,1,0,06:00,1
615,06:15:00,6,15,6 AM,A,1,0,06:00,1
616,06:16:00,6,16,6 AM,A,1,0,06:00,1
617,06:17:00,6,17,6 AM,A,1,0,06:00,1
618,06:18:00,6,18,6 AM,A,1,0,06:00,1
619,06:19:00,6,19,6 AM,A,1,0,06:00,1
620,06:20:00,6,20,6 AM,A,1,0,06:00,1
621,06:21:00,6,21,6 AM,A,1,0,06:00,1
622,06:22:00,6,22,6 AM,A,1,0,06:00,1
623,06:23:00,6,23,6 AM,A,1,0,06:00,1
624,06:24:00,6,24,6 AM,A,1,0,06:00,1
625,06:25:00,6,25,6 AM,A,1,0,06:00,1
626,06:26:00,6,26,6 AM,A,1,0,06:00,1
627,06:27:00,6,27,6 AM,A,1,0,06:00,1
628,06:28:00,6,28,6 AM,A,1,0,06:00,1
629,06:29:00,6,29,6 AM,A,1,0,06:00,1
630,06:30:00,6,30,6 AM,A,1,0,06:30,1
631,06:31:00,6,31,6 AM,A,1,0,06:30,1
632,06:32:00,6,32,6 AM,A,1,0,06:30,1
633,06:33:00,6,33,6 AM,A,1,0,06:30,1
634,06:34:00,6,34,6 AM,A,1,0,06:30,1
635,06:35:00,6,35,6 AM,A,1,0,06:30,1
636,06:36:00,6,36,6 AM,A,1,0,06:30,1
637,06:37:00,6,37,6 AM,A,1,0,06:30,1
638,06:38:00,6,38,6 AM,A,1,0,06:30,1
639,06:39:00,6,39,6 AM,A,1,0,06:30,1
640,06:40:00,6,40,6 AM,A,1,0,06:30,1
641,06:41:00,6,41,6 AM,A,1,0,06:30,1
642,06:42:00,6,42,6 AM,A,1,0,06:30,1
643,06:43:00,6,43,6 AM,A,1,0,06:30,1
644,06:44:00,6,44,6 AM,A,1,0,06:30,1
645,06:45:00,6,45,6 AM,A,1,0,06:30,1
646,06:46:00,6,46,6 AM,A,1,0,06:30,1
647,06:47:00,6,47,6 AM,A,1,0,06:30,1
648,06:48:00,6,48,6 AM,A,1,0,06:30,1
649,06:49:00,6,49,6 AM,A,1,0,06:30,1
650,06:50:00,6,50,6 AM,A,1,0,06:30,1
651,06:51:00,6,51,6 AM,A,1,0,06:30,1
652,06:52:00,6,52,6 AM,A,1,0,06:30,1
653,06:53:00,6,53,6 AM,A,1,0,06:30,1
654,06:54:00,6,54,6 AM,A,1,0,06:30,1
655,06:55:00,6,55,6 AM,A,1,0,06:30,1
656,06:56:00,6,56,6 AM,A,1,0,06:30,1
657,06:57:00,6,57,6 AM,A,1,0,06:30,1
658,06:58:00,6,58,6 AM,A,1,0,06:30,1
659,06:59:00,6,59,6 AM,A,1,0,06:30,1
700,07:00:00,7,0,7 AM,A,1,0,07:00,1
701,07:01:00,7,1,7 AM,A,1,0,07:00,1
702,07:02:00,7,2,7 AM,A,1,0,07:00,1
703,07:03:00,7,3,7 AM,A,1,0,07:00,1
704,07:04:00,7,4,7 AM,A,1,0,07:00,1
705,07:05:00,7,5,7 AM,A,1,0,07:00,1
706,07:06:00,7,6,7 AM,A,1,0,07:00,1
707,07:07:00,7,7,7 AM,A,1,0,07:00,1
708,07:08:00,7,8,7 AM,A,1,0,07:00,1
709,07:09:00,7,9,7 AM,A,1,0,07:00,1
710,07:10:00,7,10,7 AM,A,1,0,07:00,1
711,07:11:00,7,11,7 AM,A,1,0,07:00,1
712,07:12:00,7,12,7 AM,A,1,0,07:00,1
713,07:13:00,7,13,7 AM,A,1,0,07:00,1
714,07:14:00,7,14,7 AM,A,1,0,07:00,1
715,07:15:00,7,15,7 AM,A,1,0,07:00,1
716,07:16:00,7,16,7 AM,A,1,0,07:00,1
717,07:17:00,7,17,7 AM,A,1,0,07:00,1
718,07:18:00,7,18,7 AM,A,1,0,07:00,1
719,07:19:00,7,19,7 AM,A,1,0,07:00,1
720,07:20:00,7,20,7 AM,A,1,0,07:00,1
721,07:21:00,7,21,7 AM,A,1,0,07:00,1
722,07:22:00,7,22,7 AM,A,1,0,07:00,1
723,07:23:00,7,23,7 AM,A,1,0,07:00,1
724,07:24:00,7,24,7 AM,A,1,0,07:00,1
725,07:25:00,7,25,7 AM,A,1,0,07:00,1
726,07:26:00,7,26,7 AM,A,1,0,07:00,1
727,07:27:00,7,27,7 AM,A,1,0,07:00,1
728,07:28:00,7,28,7 AM,A,1,0,07:00,1
729,07:29:00,7,29,7 AM,A,1,0,07:00,1
730,07:30:00,7,30,7 AM,A,1,0,07:30,1
731,07:31:00,7,31,7 AM,A,1,0,07:30,1
732,07:32:00,7,32,7 AM,A,1,0,07:30,1
733,07:33:00,7,33,7 AM,A,1,0,07:30,1
734,07:34:00,7,34,7 AM,A,1,0,07:30,1
735,07:35:00,7,35,7 AM,A,1,0,07:30,1
736,07:36:00,7,36,7 AM,A,1,0,07:30,1
737,07:37:00,7,37,7 AM,A,1,0,07:30,1
738,07:38:00,7,38,7 AM,A,1,0,07:30,1
739,07:39:00,7,39,7 AM,A,1,0,07:30,1
740,07:40:00,7,40,7 AM,A,1,0,07:30,1
741,07:41:00,7,41,7 AM,A,1,0,07:30,1
742,07:42:00,7,42,7 AM,A,1,0,07:30,1
743,07:43:00,7,43,7 AM,A,1,0,07:30,1
744,07:44:00,7,44,7 AM,A,1,0,07:30,1
745,07:45:00,7,45,7 AM,A,1,0,07:30,1
746,07:46:00,7,46,7 AM,A,1,0,07:30,1
747,07:47:00,7,47,7 AM,A,1,0,07:30,1
748,07:48:00,7,48,7 AM,A,1,0,07:30,1
749,07:49:00,7,49,7 AM,A,1,0,07:30,1
750,07:50:00,7,50,7 AM,A,1,0,07:30,1
751,07:51:00,7,51,7 AM,A,1,0,07:30,1
752,07:52:00,7,52,7 AM,A,1,0,07:30,1
753,07:53:00,7,53,7 AM,A,1,0,07:30,1
754,07:54:00,7,54,7 AM,A,1,0,07:30,1
755,07:55:00,7,55,7 AM,A,1,0,07:30,1
756,07:56:00,7,56,7 AM,A,1,0,07:30,1
757,07:57:00,7,57,7 AM,A,1,0,07:30,1
